student_id,gender,age_band,region,school_board,parental_education,family_income,internet_access,device_type,data_recharge_frequency,disability,has_private_tuition,num_of_prev_attempts,daily_study_hours,attendance_rate,performance
S4127,M,36-45,North,State,None,2L–5L,Yes,Mobile,Daily,No,Yes,2,1.8,0.62,High
S4128,F,36-45,West,State,None,>10L,No,Tablet,Weekly,No,No,2,2.4,0.84,Moderate
S4129,M,26-35,South,State,None,<2L,Yes,Laptop,Daily,No,Yes,1,3.0,0.8,High
S4130,M,36-45,West,ICSE,School,>10L,Yes,Mobile,Daily,No,Yes,1,2.8,0.72,Moderate
S4131,M,0-25,North,CBSE,Graduate,<2L,Yes,Mobile,Daily,No,No,0,0.6,0.72,Low
S4132,F,36-45,East,ICSE,Graduate,2L–5L,Yes,Laptop,Monthly,No,Yes,0,2.3,1.0,Moderate
S4133,F,26-35,South,ICSE,Graduate,5L–10L,Yes,Mobile,Weekly,No,No,1,2.3,0.98,Moderate
S4134,M,36-45,East,ICSE,None,2L–5L,Yes,Mobile,Weekly,No,Yes,0,1.8,0.81,High
S4135,M,0-25,East,CBSE,None,5L–10L,Yes,Laptop,Weekly,No,Yes,2,1.7,0.64,High
S4136,F,26-35,West,ICSE,School,>10L,Yes,Mobile,Weekly,No,No,0,2.2,0.87,Low
S4137,F,36-45,West,ICSE,None,>10L,Yes,Tablet,Weekly,No,No,2,1.3,0.91,High
S4138,M,0-25,South,CBSE,Postgraduate,2L–5L,Yes,Laptop,Weekly,No,No,1,3.3,0.76,Moderate
S4139,F,0-25,South,CBSE,Postgraduate,2L–5L,Yes,Tablet,Daily,No,Yes,2,1.9,0.75,Moderate
S4140,F,36-45,South,State,None,<2L,Yes,Mobile,Daily,No,Yes,0,3.9,0.61,Moderate
S4141,F,36-45,West,CBSE,Postgraduate,>10L,Yes,Tablet,Monthly,No,Yes,2,1.3,0.95,Moderate
S4142,F,26-35,West,State,Postgraduate,5L–10L,Yes,Laptop,Monthly,No,Yes,2,2.5,0.72,High
S4143,M,36-45,East,State,Graduate,>10L,Yes,Mobile,Daily,No,Yes,2,1.9,0.94,High
S4144,F,26-35,East,ICSE,None,<2L,No,Laptop,Weekly,Yes,Yes,2,2.2,0.98,Moderate
S4145,F,36-45,East,ICSE,Graduate,2L–5L,Yes,Laptop,Monthly,No,No,1,2.9,0.77,Moderate
S4146,M,0-25,South,ICSE,Postgraduate,5L–10L,Yes,Laptop,Weekly,No,Yes,1,2.4,0.68,High
S4147,M,0-25,North,ICSE,Graduate,<2L,Yes,Tablet,Daily,No,No,0,2.1,0.8,Moderate
S4148,F,0-25,West,ICSE,Postgraduate,2L–5L,Yes,Mobile,Daily,No,No,1,3.1,0.83,High
S4149,F,0-25,South,ICSE,Graduate,5L–10L,Yes,Mobile,Weekly,No,No,0,3.6,0.64,High
S4150,F,26-35,West,ICSE,None,<2L,Yes,Tablet,Monthly,No,No,0,0.9,0.87,Moderate
S4151,F,0-25,North,State,Postgraduate,2L–5L,Yes,Tablet,Monthly,No,Yes,2,3.1,0.96,High
S4152,M,26-35,West,State,None,>10L,Yes,Tablet,Monthly,No,No,1,0.7,0.92,Low
S4153,M,26-35,West,ICSE,School,2L–5L,Yes,Tablet,Weekly,No,No,0,1.1,0.96,High
S4154,M,26-35,West,ICSE,Postgraduate,2L–5L,Yes,Laptop,Weekly,No,Yes,0,1.8,0.79,Low
S4155,F,36-45,East,State,Graduate,<2L,Yes,Tablet,Daily,No,No,2,0.7,0.87,High
S4156,F,26-35,North,State,School,<2L,No,Laptop,Monthly,No,Yes,2,1.0,0.8,High
S4157,F,36-45,South,CBSE,None,<2L,Yes,Laptop,Monthly,No,Yes,0,3.2,0.65,Moderate
S4158,F,26-35,South,CBSE,None,2L–5L,Yes,Mobile,Weekly,Yes,No,2,1.6,0.78,High
S4159,M,36-45,South,ICSE,None,2L–5L,Yes,Mobile,Weekly,No,No,2,1.7,0.69,Moderate
S4160,M,36-45,North,ICSE,School,>10L,Yes,Laptop,Daily,No,No,2,3.7,0.88,Moderate
S4161,F,0-25,West,ICSE,Postgraduate,<2L,Yes,Tablet,Weekly,No,No,1,3.5,0.79,Low
S4162,M,26-35,South,State,Postgraduate,>10L,Yes,Tablet,Monthly,No,Yes,2,2.7,0.69,High
S4163,F,36-45,North,ICSE,None,5L–10L,Yes,Laptop,Monthly,No,Yes,2,2.6,0.74,High
S4164,F,0-25,East,ICSE,None,>10L,Yes,Tablet,Daily,No,Yes,0,0.7,0.85,Moderate
S4165,M,26-35,North,ICSE,None,<2L,Yes,Tablet,Daily,No,No,2,2.3,0.83,High
S4166,F,0-25,East,CBSE,School,5L–10L,Yes,Mobile,Daily,No,Yes,2,0.9,0.61,High
S4167,F,36-45,North,CBSE,School,2L–5L,Yes,Tablet,Daily,No,No,1,1.4,0.69,High
S4168,M,0-25,East,ICSE,None,2L–5L,Yes,Laptop,Monthly,No,Yes,0,2.9,0.94,Moderate
S4169,F,0-25,South,State,Graduate,5L–10L,Yes,Mobile,Monthly,No,No,0,0.5,0.91,Moderate
S4170,F,26-35,North,CBSE,Postgraduate,<2L,Yes,Tablet,Daily,No,Yes,1,0.9,0.78,Moderate
S4171,M,36-45,East,ICSE,School,>10L,Yes,Tablet,Daily,No,Yes,1,1.1,0.66,High
S4172,F,26-35,West,CBSE,Postgraduate,2L–5L,No,Tablet,Monthly,No,Yes,0,1.8,0.99,High
S4173,M,26-35,South,State,School,5L–10L,Yes,Mobile,Monthly,No,Yes,0,1.5,0.92,Moderate
S4174,F,0-25,South,State,Graduate,>10L,Yes,Mobile,Monthly,No,Yes,1,2.3,0.85,Moderate
S4175,M,36-45,East,State,School,>10L,Yes,Tablet,Daily,No,No,1,3.5,0.73,Low
S4176,M,26-35,East,State,Postgraduate,2L–5L,Yes,Mobile,Daily,No,Yes,2,1.3,0.87,High
S4177,M,36-45,North,ICSE,Graduate,<2L,Yes,Laptop,Weekly,No,Yes,1,2.4,0.8,Moderate
S4178,F,26-35,East,State,Graduate,<2L,Yes,Tablet,Daily,No,Yes,0,1.8,0.8,High
S4179,M,0-25,East,ICSE,Graduate,5L–10L,Yes,Laptop,Monthly,No,No,0,3.9,0.85,Moderate
S4180,M,26-35,West,State,Graduate,5L–10L,Yes,Mobile,Monthly,Yes,Yes,1,3.6,0.84,Moderate
S4181,M,26-35,South,ICSE,Postgraduate,<2L,Yes,Laptop,Daily,No,Yes,1,2.2,0.82,Low
S4182,M,26-35,East,State,Graduate,5L–10L,Yes,Tablet,Weekly,No,No,1,2.7,0.82,Low
S4183,M,36-45,East,ICSE,Postgraduate,<2L,Yes,Tablet,Monthly,No,Yes,0,1.3,1.0,Moderate
S4184,F,0-25,West,CBSE,School,2L–5L,Yes,Mobile,Weekly,No,No,0,2.2,0.94,High
S4185,F,36-45,East,ICSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,Yes,0,3.2,0.93,High
S4186,F,26-35,West,ICSE,None,5L–10L,Yes,Tablet,Weekly,No,Yes,1,1.0,0.64,High
S4187,F,0-25,South,State,Graduate,2L–5L,Yes,Mobile,Weekly,No,Yes,2,1.6,0.99,Low
S4188,F,36-45,South,State,Postgraduate,<2L,Yes,Tablet,Daily,No,No,2,3.8,0.91,High
S4189,F,26-35,West,CBSE,School,5L–10L,Yes,Mobile,Weekly,No,No,1,0.9,0.79,Low
S4190,F,0-25,West,State,None,2L–5L,Yes,Laptop,Monthly,No,Yes,2,1.7,0.69,High
S4191,M,0-25,South,ICSE,None,5L–10L,Yes,Laptop,Monthly,No,No,0,1.0,0.78,Low
S4192,F,26-35,South,State,School,2L–5L,No,Tablet,Weekly,No,Yes,1,1.1,0.64,Moderate
S4193,M,0-25,West,State,None,<2L,Yes,Tablet,Monthly,No,No,0,2.0,0.78,Low
S4194,M,0-25,North,ICSE,None,>10L,Yes,Laptop,Daily,No,No,2,2.2,0.8,High
S4195,F,36-45,South,CBSE,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,No,2,2.7,0.67,Low
S4196,M,0-25,South,State,Graduate,<2L,No,Laptop,Monthly,Yes,No,1,4.0,0.99,High
S4197,M,36-45,West,State,Postgraduate,5L–10L,Yes,Tablet,Weekly,No,No,2,3.9,0.89,High
S4198,M,36-45,West,ICSE,Graduate,>10L,Yes,Tablet,Daily,No,Yes,1,3.1,0.67,Moderate
S4199,M,36-45,West,CBSE,Postgraduate,>10L,Yes,Laptop,Daily,No,No,0,3.7,0.77,High
S4200,F,36-45,North,CBSE,School,5L–10L,Yes,Tablet,Monthly,No,No,2,3.9,0.73,High
S4201,F,0-25,West,State,Graduate,>10L,Yes,Mobile,Weekly,No,No,0,0.5,0.68,Low
S4202,F,0-25,North,ICSE,None,5L–10L,Yes,Tablet,Daily,No,Yes,1,2.8,0.82,High
S4203,F,36-45,West,State,None,5L–10L,Yes,Laptop,Weekly,No,No,0,1.5,0.72,High
S4204,F,0-25,West,ICSE,Postgraduate,<2L,Yes,Mobile,Monthly,No,Yes,2,1.1,0.9,Moderate
S4205,F,36-45,North,ICSE,Graduate,5L–10L,Yes,Mobile,Weekly,No,Yes,2,0.6,0.86,Low
S4206,F,36-45,East,State,School,<2L,Yes,Mobile,Weekly,No,No,1,2.7,0.86,High
S4207,F,36-45,South,ICSE,School,2L–5L,Yes,Mobile,Daily,No,No,2,3.0,0.99,Moderate
S4208,F,26-35,West,State,Graduate,2L–5L,Yes,Laptop,Weekly,No,No,0,2.5,0.83,High
S4209,F,0-25,East,CBSE,School,5L–10L,Yes,Tablet,Daily,No,No,2,2.3,0.87,High
S4210,M,0-25,North,CBSE,Postgraduate,<2L,No,Laptop,Monthly,No,Yes,0,2.4,0.96,High
S4211,F,36-45,West,State,School,2L–5L,Yes,Tablet,Monthly,No,No,2,2.5,0.82,High
S4212,M,0-25,North,CBSE,None,<2L,Yes,Laptop,Weekly,No,Yes,0,1.2,0.86,Low
S4213,M,36-45,North,CBSE,Graduate,2L–5L,Yes,Mobile,Monthly,No,Yes,0,3.3,0.98,Low
S4214,M,0-25,North,CBSE,Graduate,5L–10L,Yes,Laptop,Monthly,Yes,No,2,2.9,0.7,Moderate
S4215,M,36-45,East,CBSE,None,2L–5L,Yes,Mobile,Monthly,No,No,0,1.1,0.83,Low
S4216,F,36-45,North,ICSE,None,5L–10L,Yes,Tablet,Daily,No,No,2,2.2,0.89,High
S4217,M,26-35,South,State,Graduate,5L–10L,Yes,Laptop,Monthly,No,No,2,2.0,0.7,High
S4218,F,36-45,West,State,Graduate,2L–5L,Yes,Mobile,Daily,No,Yes,2,1.5,0.79,Moderate
S4219,F,26-35,West,CBSE,None,5L–10L,Yes,Mobile,Daily,Yes,No,2,2.7,0.67,Low
S4220,M,0-25,South,State,School,<2L,Yes,Tablet,Monthly,No,No,2,3.6,0.8,High
S4221,F,0-25,West,State,Postgraduate,<2L,Yes,Mobile,Weekly,No,No,0,2.8,0.95,High
S4222,M,26-35,South,State,None,<2L,Yes,Laptop,Weekly,No,No,0,1.5,0.83,High
S4223,M,0-25,East,ICSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,No,1,0.7,0.75,High
S4224,F,26-35,North,CBSE,School,2L–5L,Yes,Mobile,Monthly,No,No,1,0.8,0.89,High
S4225,F,0-25,East,State,Graduate,2L–5L,Yes,Tablet,Weekly,No,No,0,1.8,0.88,Moderate
S4226,M,26-35,South,ICSE,Graduate,>10L,Yes,Laptop,Weekly,No,No,0,2.6,0.83,Low
S4227,F,26-35,North,CBSE,Graduate,2L–5L,Yes,Laptop,Weekly,No,No,2,3.8,0.84,High
S4228,F,36-45,East,ICSE,Graduate,<2L,Yes,Laptop,Daily,No,Yes,2,2.1,0.96,Moderate
S4229,F,0-25,North,ICSE,Graduate,>10L,Yes,Tablet,Weekly,No,No,0,3.1,0.94,High
S4230,M,36-45,North,ICSE,None,>10L,Yes,Tablet,Monthly,No,No,1,0.5,0.61,Moderate
S4231,M,26-35,East,State,Graduate,<2L,Yes,Laptop,Daily,No,No,1,2.7,0.72,Low
S4232,F,36-45,West,CBSE,Postgraduate,2L–5L,Yes,Tablet,Weekly,No,No,1,1.4,0.93,High
S4233,F,26-35,South,CBSE,Graduate,5L–10L,Yes,Mobile,Monthly,No,No,0,3.6,0.87,High
S4234,F,0-25,East,State,Postgraduate,5L–10L,Yes,Mobile,Daily,No,Yes,2,2.1,0.78,High
S4235,F,0-25,East,CBSE,Postgraduate,2L–5L,No,Mobile,Daily,No,No,2,3.0,0.81,High
S4236,F,0-25,West,CBSE,Graduate,5L–10L,Yes,Tablet,Daily,No,Yes,1,2.3,0.71,Moderate
S4237,M,26-35,South,ICSE,Graduate,>10L,Yes,Laptop,Monthly,No,Yes,1,2.0,0.86,Low
S4238,F,36-45,East,State,School,5L–10L,Yes,Laptop,Weekly,No,No,1,0.5,0.88,High
S4239,M,0-25,North,ICSE,Graduate,2L–5L,Yes,Tablet,Monthly,No,No,0,2.7,0.73,Moderate
S4240,F,26-35,South,CBSE,Postgraduate,2L–5L,Yes,Laptop,Weekly,No,No,0,1.0,0.63,High
S4241,M,36-45,West,CBSE,School,2L–5L,Yes,Laptop,Weekly,No,Yes,1,3.3,0.63,Moderate
S4242,F,26-35,East,State,Postgraduate,>10L,Yes,Mobile,Daily,No,Yes,0,2.8,0.65,Low
S4243,M,26-35,North,ICSE,School,2L–5L,Yes,Laptop,Monthly,No,Yes,0,3.1,0.81,High
S4244,F,0-25,South,ICSE,Postgraduate,5L–10L,Yes,Laptop,Monthly,No,No,0,3.5,1.0,High
S4245,M,26-35,East,ICSE,Graduate,2L–5L,Yes,Tablet,Monthly,No,Yes,0,2.5,1.0,High
S4246,M,26-35,South,State,School,2L–5L,Yes,Laptop,Monthly,No,Yes,0,1.7,0.66,High
S4247,M,36-45,North,ICSE,Postgraduate,2L–5L,Yes,Mobile,Daily,No,No,0,1.8,0.91,High
S4248,M,0-25,North,ICSE,Graduate,>10L,Yes,Mobile,Weekly,No,Yes,0,1.2,0.97,High
S4249,M,26-35,South,CBSE,School,>10L,Yes,Laptop,Daily,No,No,2,0.8,0.61,Low
S4250,M,26-35,North,CBSE,None,>10L,Yes,Mobile,Monthly,No,Yes,1,3.5,0.74,Moderate
S4251,F,36-45,North,ICSE,Graduate,>10L,Yes,Tablet,Weekly,No,No,0,2.1,0.99,High
S4252,M,26-35,South,ICSE,Postgraduate,<2L,Yes,Laptop,Weekly,No,No,2,1.3,0.64,High
S4253,F,26-35,South,CBSE,Graduate,<2L,Yes,Tablet,Monthly,No,No,1,3.0,0.76,Low
S4254,F,26-35,West,State,Postgraduate,5L–10L,Yes,Laptop,Daily,No,No,1,2.6,0.61,High
S4255,F,26-35,East,CBSE,Postgraduate,2L–5L,Yes,Mobile,Monthly,No,Yes,1,1.4,0.64,Moderate
S4256,F,26-35,West,ICSE,Postgraduate,>10L,Yes,Tablet,Weekly,No,No,0,1.0,0.91,High
S4257,F,36-45,West,State,Postgraduate,>10L,Yes,Tablet,Weekly,No,No,2,3.2,0.95,High
S4258,M,26-35,West,ICSE,School,2L–5L,No,Mobile,Daily,No,No,1,1.1,0.68,High
S4259,M,26-35,West,ICSE,None,2L–5L,Yes,Mobile,Monthly,No,No,1,3.0,0.63,High
S4260,M,26-35,East,ICSE,Graduate,<2L,Yes,Tablet,Monthly,No,No,2,0.6,0.89,Moderate
S4261,F,26-35,South,State,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,No,1,1.7,0.6,High
S4262,M,0-25,North,ICSE,School,<2L,Yes,Tablet,Weekly,No,No,0,1.8,0.63,High
S4263,M,0-25,North,State,School,2L–5L,Yes,Mobile,Weekly,No,Yes,2,2.0,0.79,High
S4264,M,0-25,South,CBSE,Postgraduate,2L–5L,Yes,Laptop,Daily,No,No,2,2.4,0.84,Moderate
S4265,M,0-25,South,State,Graduate,>10L,Yes,Tablet,Daily,No,Yes,0,1.0,0.92,High
S4266,M,36-45,South,ICSE,Postgraduate,>10L,No,Laptop,Monthly,Yes,No,2,2.3,0.99,Low
S4267,F,0-25,North,ICSE,School,<2L,Yes,Tablet,Daily,No,Yes,2,2.9,0.79,Low
S4268,M,36-45,West,CBSE,Graduate,2L–5L,Yes,Laptop,Weekly,No,No,0,3.2,0.8,High
S4269,F,0-25,West,CBSE,None,>10L,Yes,Mobile,Daily,No,Yes,1,1.7,0.62,Moderate
S4270,F,36-45,West,CBSE,None,<2L,Yes,Tablet,Weekly,No,Yes,2,2.2,0.62,High
S4271,F,0-25,East,State,None,>10L,Yes,Mobile,Weekly,No,Yes,2,3.5,0.77,High
S4272,F,26-35,West,State,None,5L–10L,Yes,Laptop,Daily,No,Yes,0,3.7,0.79,Low
S4273,F,0-25,East,State,Postgraduate,<2L,Yes,Tablet,Daily,No,No,2,2.0,0.88,Low
S4274,M,0-25,North,State,School,5L–10L,Yes,Tablet,Monthly,Yes,No,0,0.8,0.87,Moderate
S4275,M,0-25,East,CBSE,School,2L–5L,Yes,Laptop,Daily,No,Yes,2,1.8,0.99,High
S4276,M,26-35,South,ICSE,School,<2L,Yes,Tablet,Weekly,No,No,0,4.0,0.92,High
S4277,F,36-45,South,ICSE,Graduate,5L–10L,Yes,Tablet,Weekly,No,Yes,0,3.2,0.84,High
S4278,M,36-45,North,State,None,2L–5L,No,Laptop,Monthly,No,No,1,3.3,0.93,Moderate
S4279,M,26-35,West,CBSE,Graduate,<2L,Yes,Tablet,Weekly,No,No,2,3.7,0.96,High
S4280,F,0-25,North,CBSE,None,2L–5L,Yes,Tablet,Weekly,No,Yes,0,0.5,0.61,High
S4281,F,0-25,South,CBSE,Graduate,5L–10L,Yes,Mobile,Daily,No,Yes,2,1.5,0.99,High
S4282,F,0-25,West,ICSE,School,<2L,Yes,Tablet,Daily,No,No,1,2.5,0.89,High
S4283,F,36-45,South,ICSE,School,2L–5L,Yes,Laptop,Weekly,No,No,0,1.1,0.94,High
S4284,M,36-45,North,State,School,2L–5L,Yes,Laptop,Monthly,No,Yes,2,1.3,0.91,Moderate
S4285,F,26-35,West,ICSE,Graduate,>10L,Yes,Mobile,Weekly,No,No,1,3.8,0.67,Low
S4286,F,26-35,North,CBSE,Postgraduate,5L–10L,Yes,Mobile,Monthly,No,Yes,0,4.0,0.95,High
S4287,M,36-45,South,ICSE,School,<2L,Yes,Tablet,Weekly,No,Yes,2,3.4,0.68,Low
S4288,M,0-25,West,ICSE,School,<2L,Yes,Mobile,Weekly,No,No,1,3.9,0.99,Low
S4289,F,0-25,South,ICSE,None,2L–5L,Yes,Mobile,Weekly,No,Yes,2,2.9,0.72,High
S4290,M,0-25,West,State,Graduate,5L–10L,Yes,Mobile,Weekly,No,Yes,0,0.7,0.65,Moderate
S4291,F,0-25,East,ICSE,Graduate,2L–5L,No,Tablet,Weekly,No,Yes,1,2.0,0.71,High
S4292,F,26-35,East,State,School,2L–5L,Yes,Laptop,Daily,No,Yes,1,3.2,0.67,High
S4293,M,26-35,South,ICSE,Postgraduate,<2L,Yes,Laptop,Monthly,No,No,0,3.8,0.68,High
S4294,M,36-45,North,State,Graduate,2L–5L,Yes,Mobile,Weekly,No,Yes,2,3.3,0.84,High
S4295,F,26-35,East,CBSE,Postgraduate,<2L,Yes,Mobile,Daily,No,No,0,3.5,0.73,High
S4296,F,0-25,East,CBSE,Postgraduate,<2L,Yes,Laptop,Monthly,No,Yes,1,2.6,0.98,Moderate
S4297,F,36-45,West,CBSE,School,>10L,Yes,Mobile,Monthly,No,No,0,2.4,0.91,Moderate
S4298,M,26-35,West,State,Postgraduate,<2L,Yes,Laptop,Monthly,No,Yes,0,1.1,0.93,High
S4299,F,26-35,West,CBSE,Graduate,>10L,Yes,Mobile,Monthly,No,Yes,2,1.3,0.87,Moderate
S4300,F,26-35,South,State,Postgraduate,2L–5L,Yes,Tablet,Monthly,No,Yes,1,2.8,0.63,Moderate
S4301,F,26-35,North,State,None,<2L,Yes,Tablet,Weekly,No,No,2,2.6,0.97,High
S4302,F,26-35,North,State,Graduate,<2L,Yes,Tablet,Daily,No,No,1,3.4,0.74,High
S4303,F,0-25,West,CBSE,School,>10L,No,Laptop,Monthly,No,Yes,0,2.8,0.64,High
S4304,M,0-25,South,State,Graduate,>10L,Yes,Tablet,Monthly,No,No,1,2.9,0.96,High
S4305,F,0-25,West,ICSE,Graduate,<2L,Yes,Tablet,Daily,No,No,1,0.8,0.72,Low
S4306,F,26-35,North,CBSE,Postgraduate,5L–10L,Yes,Tablet,Monthly,No,No,0,3.0,0.81,High
S4307,F,36-45,South,ICSE,None,5L–10L,Yes,Mobile,Daily,No,Yes,2,4.0,0.69,High
S4308,F,0-25,West,CBSE,Postgraduate,>10L,Yes,Mobile,Daily,No,Yes,2,1.6,0.97,High
S4309,M,0-25,West,State,Postgraduate,<2L,Yes,Mobile,Weekly,No,Yes,2,2.0,0.64,High
S4310,M,26-35,North,State,Postgraduate,2L–5L,Yes,Mobile,Monthly,No,No,2,2.3,0.9,High
S4311,M,36-45,South,State,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,Yes,0,2.1,0.88,High
S4312,F,0-25,North,CBSE,Postgraduate,5L–10L,Yes,Mobile,Daily,No,No,0,0.9,0.74,High
S4313,F,0-25,South,CBSE,Graduate,5L–10L,No,Mobile,Weekly,No,No,2,2.5,0.64,Moderate
S4314,M,36-45,South,State,None,2L–5L,Yes,Tablet,Weekly,No,Yes,2,2.3,0.97,High
S4315,M,26-35,West,CBSE,None,>10L,Yes,Tablet,Weekly,No,No,2,2.5,0.77,Moderate
S4316,M,36-45,North,ICSE,None,<2L,Yes,Mobile,Monthly,No,Yes,2,2.4,0.91,High
S4317,F,26-35,South,State,School,5L–10L,Yes,Laptop,Weekly,No,No,0,0.9,0.94,Moderate
S4318,F,0-25,East,ICSE,None,<2L,Yes,Mobile,Weekly,No,No,2,1.8,0.83,High
S4319,M,36-45,West,ICSE,Graduate,>10L,No,Tablet,Weekly,No,Yes,2,3.3,0.98,High
S4320,M,36-45,North,CBSE,Postgraduate,>10L,Yes,Tablet,Weekly,No,No,0,3.9,0.99,High
S4321,M,0-25,South,ICSE,Postgraduate,5L–10L,Yes,Laptop,Daily,No,Yes,1,4.0,0.81,Low
S4322,F,0-25,West,State,Graduate,>10L,Yes,Tablet,Daily,No,No,1,3.2,0.86,High
S4323,F,26-35,North,ICSE,Postgraduate,2L–5L,Yes,Laptop,Monthly,No,Yes,0,1.9,0.92,Moderate
S4324,F,0-25,North,CBSE,Postgraduate,>10L,Yes,Tablet,Monthly,No,No,2,0.6,0.6,High
S4325,M,0-25,West,CBSE,None,5L–10L,Yes,Laptop,Daily,No,Yes,2,2.2,0.61,High
S4326,M,36-45,South,State,None,>10L,Yes,Tablet,Daily,No,Yes,1,1.4,0.75,Low
S4327,F,26-35,West,State,None,>10L,Yes,Mobile,Monthly,No,Yes,0,1.6,0.76,Low
S4328,M,0-25,East,State,School,5L–10L,Yes,Laptop,Monthly,No,Yes,0,2.3,0.68,Low
S4329,F,36-45,West,State,None,5L–10L,Yes,Tablet,Weekly,No,Yes,0,1.3,0.95,Moderate
S4330,M,0-25,North,State,None,<2L,Yes,Mobile,Monthly,No,No,2,2.3,0.87,High
S4331,M,0-25,East,ICSE,None,2L–5L,Yes,Tablet,Weekly,No,Yes,0,3.7,0.92,Low
S4332,M,0-25,East,ICSE,None,5L–10L,Yes,Tablet,Weekly,No,Yes,2,1.5,0.8,Low
S4333,M,0-25,South,CBSE,None,>10L,Yes,Mobile,Daily,No,Yes,0,2.0,0.72,High
S4334,F,26-35,West,ICSE,Graduate,<2L,Yes,Laptop,Weekly,No,Yes,2,1.5,0.62,Moderate
S4335,M,36-45,South,State,Graduate,>10L,Yes,Mobile,Daily,No,Yes,1,2.8,0.64,High
S4336,F,36-45,West,State,Graduate,2L–5L,Yes,Mobile,Daily,No,Yes,2,3.4,0.9,High
S4337,F,0-25,North,CBSE,Postgraduate,>10L,Yes,Tablet,Monthly,Yes,No,2,3.9,0.65,Moderate
S4338,F,36-45,South,State,Postgraduate,<2L,Yes,Laptop,Weekly,No,Yes,0,2.7,0.96,Low
S4339,M,0-25,North,CBSE,School,2L–5L,Yes,Tablet,Daily,No,No,0,1.7,0.78,Moderate
S4340,F,36-45,North,ICSE,Postgraduate,>10L,Yes,Mobile,Monthly,No,No,2,1.4,0.65,High
S4341,F,26-35,East,ICSE,School,<2L,Yes,Tablet,Weekly,No,No,2,0.7,0.61,Low
S4342,F,26-35,South,ICSE,Graduate,>10L,Yes,Tablet,Daily,No,No,0,1.7,0.93,Low
S4343,M,36-45,West,CBSE,None,2L–5L,Yes,Tablet,Daily,No,No,0,3.3,0.86,Moderate
S4344,M,0-25,South,State,None,>10L,Yes,Mobile,Weekly,No,Yes,1,3.3,0.73,Low
S4345,F,0-25,North,CBSE,School,>10L,Yes,Mobile,Monthly,No,No,2,3.5,0.89,High
S4346,M,0-25,East,ICSE,School,<2L,Yes,Tablet,Monthly,No,No,2,1.9,0.8,High
S4347,F,0-25,South,CBSE,None,>10L,Yes,Laptop,Weekly,No,Yes,1,2.7,0.89,High
S4348,F,26-35,East,State,School,5L–10L,Yes,Laptop,Weekly,No,No,0,1.0,0.68,Moderate
S4349,M,0-25,East,CBSE,None,2L–5L,No,Mobile,Weekly,No,No,1,2.7,0.86,Moderate
S4350,F,0-25,North,ICSE,Graduate,<2L,Yes,Mobile,Weekly,No,No,0,2.8,0.8,High
S4351,M,0-25,South,State,School,5L–10L,Yes,Mobile,Weekly,No,Yes,1,2.6,0.93,Moderate
S4352,M,0-25,South,ICSE,Graduate,5L–10L,Yes,Laptop,Daily,No,Yes,2,1.7,0.89,Low
S4353,F,26-35,South,State,School,2L–5L,Yes,Laptop,Weekly,No,No,0,2.7,0.84,Low
S4354,M,36-45,East,State,Graduate,<2L,Yes,Laptop,Daily,No,Yes,2,0.5,0.6,High
S4355,M,36-45,West,ICSE,Graduate,5L–10L,Yes,Mobile,Daily,Yes,No,2,2.0,0.85,Moderate
S4356,F,0-25,South,ICSE,Postgraduate,>10L,Yes,Laptop,Monthly,Yes,No,0,2.1,0.84,High
S4357,F,0-25,North,ICSE,Postgraduate,5L–10L,Yes,Mobile,Monthly,No,Yes,2,0.8,1.0,High
S4358,M,36-45,East,CBSE,School,2L–5L,Yes,Tablet,Weekly,No,Yes,1,0.7,0.76,High
S4359,M,26-35,West,ICSE,School,5L–10L,Yes,Tablet,Weekly,No,Yes,1,3.4,0.87,Moderate
S4360,F,26-35,South,State,Graduate,<2L,Yes,Tablet,Daily,No,Yes,0,2.9,0.68,High
S4361,M,26-35,West,CBSE,Graduate,5L–10L,Yes,Tablet,Daily,No,No,2,2.7,0.96,Moderate
S4362,M,26-35,East,CBSE,None,5L–10L,Yes,Laptop,Monthly,No,Yes,1,1.8,0.84,Low
S4363,M,26-35,West,CBSE,Postgraduate,2L–5L,Yes,Laptop,Daily,No,Yes,1,0.9,0.74,Low
S4364,M,26-35,East,CBSE,Graduate,5L–10L,Yes,Mobile,Weekly,No,Yes,1,1.9,0.63,Moderate
S4365,M,26-35,West,CBSE,School,5L–10L,Yes,Laptop,Monthly,No,No,1,3.3,0.83,Moderate
S4366,M,26-35,West,CBSE,None,<2L,Yes,Mobile,Daily,No,No,1,0.8,0.66,Moderate
S4367,M,26-35,East,ICSE,Postgraduate,2L–5L,Yes,Laptop,Monthly,No,Yes,1,3.6,0.76,High
S4368,F,0-25,West,State,None,2L–5L,No,Tablet,Daily,Yes,No,2,2.9,0.66,High
S4369,F,26-35,North,ICSE,Graduate,2L–5L,Yes,Laptop,Weekly,No,No,1,1.4,0.9,High
S4370,F,0-25,South,State,None,2L–5L,Yes,Laptop,Daily,No,Yes,1,3.2,0.64,Low
